          nEv  nVtx   nTrk      xVtx      yVtx       zVtx      trkPt    trkEta  trkNHit  trkNlayer  highPurity
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.731485 -2.235785       19         13        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.730326 -0.684242       17         12        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.728803  1.069909        9          7        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.727250 -1.332171       11          8        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.726095  0.827923       15         12        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.725267 -0.336298       16         11        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.723783  0.619317        5          5        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.721901 -1.404593       21         15        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.721344 -0.876173        8          6        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.717547 -1.734194       20         13        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.716068  2.332051       20         13        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.715991  1.085943       10          7        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.715841  2.420026       14          9        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.715699  0.954920       20         14        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.713404 -0.037667        9          8        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.713371 -2.430140       14          9        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.709567 -0.857996       14         10        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.709231  1.759373        6          5        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.707251  1.810900       20         16        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.701351 -2.076024        4          4        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.699766 -0.472365       10          8        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.699672  0.892901       16         12        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.697805  1.441868       21         17        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.696761 -0.787910       10          8        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.694006 -2.403593       17         12        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.691784  1.109371        5          5        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.691392  0.035953       12          9        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.689091  1.113292       13          8        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.688417  0.514144       20         13        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.688165  0.739862       15         12        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.684813  1.534147       18         15        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.684242  1.743329       19         11        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.682853 -1.984555       26         15        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.676124  1.579251       26         17        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.675295  0.920177       15         11        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.674388 -2.072323       17         13        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.671415  0.007994       11         10        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.667782  0.792762       14         11        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.666221  1.194061        9          8        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.665493  2.253999       21         12        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.664230  0.760539        3          3        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.661140 -2.595129        6          5        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.658116 -2.306578       24         13        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.657999 -1.668107       17         12        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.657035  0.121019       12          9        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.656953 -1.883867       26         16        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.656753 -2.355145       20         12        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.655453  2.150988       21         14        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.654223  1.512402       11          8        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.651893 -0.499222       11          7        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.650268  1.852728       20         13        True
